0.15,1,0,1,0,1,56,2,0,0,0,1,2,0,0,0,1,
2.22,5,0,5,0,5,48,2,0.6,0,0,0.4,2,0.6,0,0,0.4,
4.77727,11,0,11,0,11,36,2.18182,0.636364,0,0.0909091,0.454545,2.18182,0.636364,0,0.0909091,0.454545,
8.10357,14,0,14,0,14,33,2.71429,0.714286,0.142857,0.285714,0.571429,2.71429,0.714286,0.142857,0.285714,0.571429,
11.8906,16,0,16,0,16,29,2.625,0.6875,0.125,0.25,0.5625,2.75,0.6875,0.125,0.25,0.5625,
15.9118,17,0,17,0,17,28,2.58824,0.647059,0.117647,0.235294,0.588235,2.76471,0.647059,0.117647,0.235294,0.588235,
20.9118,17,0,17,0,17,28,2.58824,0.647059,0.117647,0.235294,0.588235,2.88235,0.647059,0.117647,0.235294,0.588235,
23.2579,19,0,19,0,19,26,2.57895,0.631579,0.157895,0.210526,0.578947,2.84211,0.631579,0.157895,0.210526,0.578947,
28.2579,19,0,19,0,19,26,2.57895,0.631579,0.157895,0.210526,0.578947,2.84211,0.631579,0.157895,0.210526,0.578947,
31.6375,20,0,20,0,20,25,2.8,0.7,0.3,0.25,0.55,3.1,0.7,0.3,0.25,0.55,
36.6375,20,0,20,0,20,25,2.8,0.7,0.3,0.25,0.55,3.1,0.7,0.3,0.25,0.55,
41.6375,20,0,20,0,20,25,2.8,0.7,0.3,0.25,0.55,3.15,0.7,0.3,0.25,0.55,
42.5136,22,0,22,0,22,22,2.77273,0.681818,0.272727,0.272727,0.545455,3.09091,0.681818,0.272727,0.272727,0.545455,
47.5136,22,0,22,0,22,22,2.77273,0.681818,0.272727,0.272727,0.545455,3.09091,0.681818,0.272727,0.272727,0.545455,
50.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
55.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
60.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
65.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
70.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
75.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
80.3283,23,0,23,0,23,21,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
85.3283,23,0,23,0,23,20,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
90.3283,23,0,23,0,23,20,2.78261,0.652174,0.26087,0.304348,0.565217,3.08696,0.652174,0.26087,0.304348,0.565217,
87.0542,24,1,24,0,24,19,2.75,0.625,0.25,0.291667,0.583333,3,0.625,0.25,0.291667,0.583333,
