1.15,1,0,1,0,1,1,2,0,0,2,0,0,
6.15,1,0,1,0,1,1,2,0,0,2,0,0,
5.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
10.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
15.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
20.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
25.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
30.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
35.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
40.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
45.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
50.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
55.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
60.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
65.925,2,0,2,0,2,0,2.5,0.5,0,2.5,0.5,0,
76.15,2,0,1,0,1,0,2,0,0,2,0,0,
81.15,2,0,1,0,1,0,2,0,0,2,0,0,
86.15,2,0,1,0,1,0,2,0,0,2,0,0,
91.15,2,0,1,0,1,0,2,0,0,2,0,0,
96.15,2,0,1,0,1,0,2,0,0,2,0,0,
101.15,2,0,1,0,1,0,2,0,0,2,0,0,
106.15,2,0,1,0,1,0,2,0,0,2,0,0,
111.15,2,0,1,0,1,0,2,0,0,2,0,0,
116.15,2,0,1,0,1,0,2,0,0,2,0,0,
121.15,2,0,1,0,1,0,2,0,0,2,0,0,
126.15,2,0,1,0,1,0,2,0,0,2,0,0,
131.15,2,0,1,0,1,0,2,0,0,2,0,0,
136.15,2,0,1,0,1,0,2,0,0,2,0,0,
141.15,2,0,1,0,1,0,2,0,0,2,0,0,
146.15,2,0,1,0,1,0,2,0,0,2,0,0,
151.15,2,0,1,0,1,0,2,0,0,2,0,0,
156.15,2,0,1,0,1,0,2,0,0,2,0,0,
161.15,2,0,1,0,1,0,2,0,0,2,0,0,
166.15,2,0,1,0,1,0,2,0,0,2,0,0,
171.15,2,0,1,0,1,0,2,0,0,2,0,0,
176.15,2,0,1,0,1,0,2,0,0,2,0,0,
181.15,2,0,1,0,1,0,2,0,0,2,0,0,
186.15,2,0,1,0,1,0,2,0,0,2,0,0,
191.15,2,0,1,0,1,0,2,0,0,2,0,0,
196.15,2,0,1,0,1,0,2,0,0,2,0,0,
201.15,2,0,1,0,1,0,2,0,0,2,0,0,
206.15,2,0,1,0,1,0,2,0,0,2,0,0,
211.15,2,0,1,0,1,0,2,0,0,2,0,0,
216.15,2,0,1,0,1,0,2,0,0,2,0,0,
221.15,2,0,1,0,1,0,2,0,0,2,0,0,
226.15,2,0,1,0,1,0,2,0,0,2,0,0,
231.15,2,0,1,0,1,0,2,0,0,2,0,0,
236.15,2,0,1,0,1,0,2,0,0,2,0,0,
241.15,2,0,1,0,1,0,2,0,0,2,0,0,
246.15,2,0,1,0,1,0,2,0,0,2,0,0,
251.15,2,0,1,0,1,0,2,0,0,2,0,0,
256.15,2,0,1,0,1,0,2,0,0,2,0,0,
261.15,2,0,1,0,1,0,2,0,0,2,0,0,
266.15,2,0,1,0,1,0,2,0,0,2,0,0,
271.15,2,0,1,0,1,0,2,0,0,2,0,0,
276.15,2,0,1,0,1,0,2,0,0,2,0,0,
281.15,2,0,1,0,1,0,2,0,0,2,0,0,
286.15,2,0,1,0,1,0,2,0,0,2,0,0,
291.15,2,0,1,0,1,0,2,0,0,2,0,0,
296.15,2,0,1,0,1,0,2,0,0,2,0,0,
301.15,2,0,1,0,1,0,2,0,0,2,0,0,
306.15,2,0,1,0,1,0,2,0,0,2,0,0,
311.15,2,0,1,0,1,0,2,0,0,2,0,0,
316.15,2,0,1,0,1,0,2,0,0,2,0,0,
321.15,2,0,1,0,1,0,2,0,0,2,0,0,
326.15,2,0,1,0,1,0,2,0,0,2,0,0,
331.15,2,0,1,0,1,0,2,0,0,2,0,0,
336.15,2,0,1,0,1,0,2,0,0,2,0,0,
341.15,2,0,1,0,1,0,2,0,0,2,0,0,
346.15,2,0,1,0,1,0,2,0,0,2,0,0,
351.15,2,0,1,0,1,0,2,0,0,2,0,0,
356.15,2,0,1,0,1,0,2,0,0,2,0,0,
361.15,2,0,1,0,1,0,2,0,0,2,0,0,
366.15,2,0,1,0,1,0,2,0,0,2,0,0,
371.15,2,0,1,0,1,0,2,0,0,2,0,0,
